Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
494;21100932526;"Challenges in Sustainability";journal;"22976477";"Acadlore Publishing Services Limited";Yes;No;0,263;Q3;7;20;15;1108;25;14;1,36;55,40;42,59;0;20;Hong Kong;Asiatic Region;"Acadlore Publishing Services Limited";"2019-2024";"Ecology (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
495;21100889410;"Journal of Regional and City Planning";journal;"25026429";"ITB Journal Publisher";Yes;No;0,262;Q3;11;15;55;911;68;55;1,03;60,73;30,00;0;15;Indonesia;Asiatic Region;"ITB Journal Publisher";"2017-2024";"Development (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
496;26800;"Pomorstvo";journal;"13320718";"University of Rijeka, Faculty of Maritime Studies Rijeka";Yes;Yes;0,262;Q3;15;23;108;890;149;108;1,40;38,70;30,30;0;9;Croatia;Eastern Europe;"University of Rijeka, Faculty of Maritime Studies Rijeka";"2001-2024";"Engineering (miscellaneous) (Q3); Geography, Planning and Development (Q3); Ocean Engineering (Q3); Social Sciences (miscellaneous) (Q3)";"Engineering; Social Sciences"
497;29272;"Journal of Cultural Geography";journal;"08873631";"Taylor and Francis Ltd.";No;No;0,260;Q3;30;14;45;733;47;45;1,25;52,36;38,10;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1999, 2001-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q3)";"Social Sciences"
498;17505;"Social Change";journal;"00490857";"Council for Social Development";No;No;0,260;Q3;18;28;103;855;80;87;0,87;30,54;40,63;0;16;India;Asiatic Region;"Council for Social Development";"1971, 1973-1979, 1981-2025";"Development (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
499;21100370022;"Regional Research of Russia";journal;"20799713, 20799705";"Pleiades Publishing";No;No;0,259;Q3;19;52;213;1783;134;213;0,63;34,29;45,05;0;36;United States;Northern America;"Pleiades Publishing";"2011-2024";"Cultural Studies (Q1); Earth and Planetary Sciences (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3); Urban Studies (Q3)";"Earth and Planetary Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
500;8100153108;"Revista Brasileira de Historia";journal;"01020188, 18069347";"Associacao Nacional de Historia";Yes;Yes;0,259;Q3;11;38;165;1592;46;161;0,21;41,89;24,32;0;5;Brazil;Latin America;"Associacao Nacional de Historia";"1999, 2001, 2007-2024";"Cultural Studies (Q1); History (Q1); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
501;66304;"Revista de Geografia Norte Grande";journal;"07183402, 03798682";"Revista de Geografia Norte Grande";Yes;Yes;0,259;Q3;27;15;153;744;103;147;0,49;49,60;27,03;0;10;Chile;Latin America;"Revista de Geografia Norte Grande";"1981, 1983, 2004-2024";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
502;19700174722;"Housing, Care and Support";journal;"14608790";"Emerald Group Publishing Ltd.";No;No;0,258;Q3;15;10;41;487;36;39;0,68;48,70;58,82;0;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
503;12542;"Berkeley Planning Journal";journal;"10475192";"University of California, Berkeley";Yes;No;0,255;Q3;19;0;5;0;4;4;0,80;0,00;0,00;0;0;United States;Northern America;"University of California, Berkeley";"1992-1997, 1999-2002, 2004-2014, 2016-2018, 2020, 2022";"Geography, Planning and Development (Q3)";"Social Sciences"
504;18000156709;"Bulletin of Geography. Socio-economic Series";journal;"17324254, 20838298";"Nicolaus Copernicus University";Yes;Yes;0,255;Q3;25;38;122;2494;118;122;0,99;65,63;48,89;0;25;Poland;Eastern Europe;"Nicolaus Copernicus University";"2003-2024";"Cultural Studies (Q1); Demography (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
505;19400157013;"Problemy Ekorozwoju";journal;"18956912, 20801971";"Politechnika Lubelska";Yes;Yes;0,255;Q3;25;51;141;2207;202;141;1,55;43,27;50,00;1;48;Poland;Eastern Europe;"Politechnika Lubelska";"2008-2025";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
506;19700170481;"Bitacora Urbano Territorial";journal;"01247913, 2027145X";"Universidad Nacional de Colombia";Yes;Yes;0,254;Q3;11;32;170;1024;86;162;0,41;32,00;38,89;0;27;Colombia;Latin America;"Universidad Nacional de Colombia";"2009-2024";"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Arts and Humanities; Social Sciences"
507;21100829564;"DETUROPE";journal;"18212506";"Regional Science Association of Subotica (Drustvo za Regionalne Nauke)";Yes;Yes;0,254;Q3;12;27;68;1473;69;67;1,04;54,56;49,18;0;19;Serbia;Eastern Europe;"Regional Science Association of Subotica (Drustvo za Regionalne Nauke)";"2017-2024";"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
508;21101090838;"Revista Interdisciplinar da Mobilidade Humana";journal;"19808585, 22379843";"Scalabrini Migration Study Centers";Yes;Yes;0,254;Q3;8;51;137;2166;73;122;0,47;42,47;55,84;1;33;Italy;Western Europe;"Scalabrini Migration Study Centers";"2019-2024";"Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
509;19955;"Economic Affairs";journal;"02650665, 14680270";"Wiley-Blackwell Publishing Ltd";No;No;0,253;Q3;24;44;109;1537;85;78;0,53;34,93;19,44;2;13;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1980-2025";"Aerospace Engineering (Q3); Development (Q3); Geography, Planning and Development (Q3)";"Engineering; Social Sciences"
510;5700166917;"Journal of Planning History";journal;"15526585, 15385132";"SAGE Publications Inc.";No;No;0,253;Q3;25;16;41;40;40;41;1,11;2,50;50,00;0;8;United States;Northern America;"SAGE Publications Inc.";"2002-2024";"Geography, Planning and Development (Q3)";"Social Sciences"
511;21101134570;"Jurnal Sylva Lestari";journal;"23390913, 25495747";"University of Lampung Faculty of Agriculture";Yes;No;0,253;Q3;8;59;69;3269;122;69;1,77;55,41;44,67;0;37;Indonesia;Asiatic Region;"University of Lampung Faculty of Agriculture";"2019-2020, 2022-2025";"Ecology (Q3); Forestry (Q3); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
512;21100828738;"Critical Housing Analysis";journal;"23362839";"Institute of Sociology of the Czech Academy of Sciences";Yes;Yes;0,252;Q3;16;22;42;684;40;41;0,63;31,09;41,38;0;20;Czech Republic;Eastern Europe;"Institute of Sociology of the Czech Academy of Sciences";"2014-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Urban Studies (Q3)";"Social Sciences"
513;12603;"Revue de Geographie Alpine";journal;"00351121";"Armand Colin Editeur";Yes;Yes;0,252;Q3;20;23;100;796;43;97;0,47;34,61;53,49;0;11;France;Western Europe;"Armand Colin Editeur";"1977, 1979, 1982-1988, 1994-2025";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
514;20500195076;"Urbani Izziv";journal;"18558399, 03536483";"Urban Planning Institute of the Republic of Slovenia";Yes;Yes;0,252;Q3;23;13;73;571;67;71;1,03;43,92;57,14;0;10;Slovenia;Eastern Europe;"Urban Planning Institute of the Republic of Slovenia";"1994-1995, 1997-2024";"Cultural Studies (Q1); Architecture (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
515;28087;"Documents d'Analisi Geografica";journal;"20144512, 02121573";"Universitat Autonoma de Barcelona";Yes;Yes;0,251;Q3;25;20;74;1027;56;68;0,81;51,35;50,00;0;16;Spain;Western Europe;"Universitat Autonoma de Barcelona";"1988-2025";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
516;21101271729;"European Journal of Sustainable Development Research";journal;"25424742";"Modestum";No;No;0,251;Q3;6;35;66;1770;89;66;1,35;50,57;23,94;0;31;Serbia;Eastern Europe;"Modestum";"2022-2025";"Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q3); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science; Social Sciences"
517;27979;"Round Table";journal;"00358533, 1474029X";"Routledge";No;No;0,250;Q3;31;72;257;1519;110;123;0,46;21,10;41,18;0;16;United Kingdom;Western Europe;"Routledge";"1910-1981, 1983-2024";"Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
518;23891;"China Report";journal;"00094455, 0973063X";"Sage Publications India Pvt. Ltd";No;No;0,248;Q3;20;31;67;1227;57;66;0,86;39,58;26,92;0;16;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1971, 1979, 1989-2025";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
519;28972;"Journal of East-West Business";journal;"10669868, 15286959";"Routledge";No;No;0,246;Q3;23;22;50;1809;76;50;1,53;82,23;34,62;0;12;United States;Northern America;"Routledge";"1994-2025";"Business and International Management (Q3); Development (Q3); Geography, Planning and Development (Q3)";"Business, Management and Accounting; Social Sciences"
520;26853;"Middle East Journal";journal;"19403461, 00263141";"Middle East Institute";No;No;0,246;Q3;47;16;67;98;55;51;0,80;6,13;46,67;0;3;United States;Northern America;"Middle East Institute";"1976, 1979-1980, 1983-1986, 1996-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
521;21100897203;"Investigaciones Geograficas";journal;"19899890, 02134691";"Interuniversity Institute of Geography and University of Alicante";Yes;Yes;0,245;Q3;11;22;83;1487;88;83;1,04;67,59;26,32;0;17;Spain;Western Europe;"Interuniversity Institute of Geography and University of Alicante";"2018-2025";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
522;29797;"Vestnik Moskovskogo Universiteta, Seriya Geografiya";journal;"05799414";"Moskovskij Universitet";Yes;No;0,245;Q3;17;25;212;576;95;212;0,36;23,04;54,67;0;8;Russian Federation;Eastern Europe;"Moskovskij Universitet";"1978-1993, 1995-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Social Sciences"
523;51335;"Indian Journal of Agricultural Economics";journal;"00195014";"Indian Society of Agricultural Economics";No;No;0,244;Q3;28;54;116;1410;79;115;0,58;26,11;25,81;0;46;India;Asiatic Region;"Indian Society of Agricultural Economics";"1978-2024";"Development (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
524;21100889432;"Journal of Water Management Modeling";journal;"22926062";"Computational Hydraulics Int.";Yes;No;0,244;Q3;9;24;38;1123;44;38;1,09;46,79;22,22;0;18;Canada;Northern America;"Computational Hydraulics Int.";"2018-2025";"Civil and Structural Engineering (Q3); Geography, Planning and Development (Q3); Water Science and Technology (Q3)";"Engineering; Environmental Science; Social Sciences"
525;21100905026;"Ukrainian Geographical Journal";journal;"15614980";"Publishing House Akademperiodyka";No;No;0,244;Q3;7;26;86;643;60;86;0,72;24,73;57,50;0;12;Ukraine;Eastern Europe;"Publishing House Akademperiodyka";"2018-2024";"History and Philosophy of Science (Q2); Earth and Planetary Sciences (miscellaneous) (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Management of Technology and Innovation (Q3)";"Arts and Humanities; Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
526;29186;"Indonesian Journal of Geography";journal;"00249521";"Gadjah Mada University";Yes;No;0,243;Q3;13;51;161;2102;154;161;0,92;41,22;35,76;0;30;Indonesia;Asiatic Region;"Gadjah Mada University";"1976-1984, 1986-1987, 1990-1992, 1994-1997, 2015-2024";"Computers in Earth Sciences (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
527;14691;"Environment and History";journal;"09673407, 17527023";"White Horse Press";No;No;0,242;Q3;36;45;113;2942;61;86;0,48;65,38;35,09;0;17;United Kingdom;Western Europe;"White Horse Press";"1995-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Environmental Science; Social Sciences"
528;27649;"Geografie-Sbornik CGS";journal;"12120014";"Ceska Geograficka Spolecnost";No;No;0,242;Q3;28;19;54;1165;59;54;1,14;61,32;23,81;0;10;Czech Republic;Eastern Europe;"Ceska Geograficka Spolecnost";"1992-2024";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
529;21100400182;"Journal of Settlements and Spatial Planning";journal;"20693419, 22482199";"Centre for Research on Settlements and Urbanism, Faculty of Geography, Babes-Bolyai University";No;No;0,242;Q3;11;14;58;691;44;51;0,41;49,36;38,30;0;13;Romania;Eastern Europe;"Centre for Research on Settlements and Urbanism, Faculty of Geography, Babes-Bolyai University";"2015-2024";"Geography, Planning and Development (Q3)";"Social Sciences"
530;21101063015;"Agua y Territorio";journal;"23408472, 23407743";"Universidad de Jaen Campus Las Lagunillas";No;No;0,241;Q3;5;16;66;763;29;66;0,41;47,69;40,63;0;13;Spain;Western Europe;"Universidad de Jaen Campus Las Lagunillas";"2019-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
531;21100456788;"International Journal on Food System Dynamics";journal;"18696945";"CentMa GmbH";Yes;Yes;0,241;Q3;23;47;84;2577;124;84;1,51;54,83;47,62;0;29;Germany;Western Europe;"CentMa GmbH";"2010-2024";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Food Science (Q3); Geography, Planning and Development (Q3); Management Science and Operations Research (Q4); Transportation (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
532;21100933997;"Journal of Tourism and Development";journal;"16459261, 21821453";"University of Aveiro";No;No;0,240;Q3;11;66;264;3614;294;253;1,19;54,76;58,08;0;51;Portugal;Western Europe;"University of Aveiro";"2019-2024";"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
533;16383;"Comparative Studies of South Asia, Africa and the Middle East";journal;"1548226X, 1089201X";"Duke University Press";No;No;0,239;Q3;38;44;147;2142;84;106;0,47;48,68;65,85;0;9;United States;Northern America;"Duke University Press";"1996-2024";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
