Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
66;12512;"Journal of Management in Engineering";journal;"19435479, 0742597X";"American Society of Civil Engineers (ASCE)";No;No;1,619;Q1;102;99;310;7667;2554;306;8,14;77,44;38,63;0;50;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1985-2025";"Engineering (miscellaneous) (Q1); Industrial Relations (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
67;12100156754;"Sport Management Review";journal;"14413523";"Taylor and Francis Ltd.";No;No;1,614;Q1;86;54;116;3849;789;115;5,78;71,28;32,05;2;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2025";"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
68;24355;"Computers and Operations Research";journal;"03050548, 1873765X";"Elsevier Ltd";No;No;1,605;Q1;194;325;864;15928;5245;864;5,67;49,01;26,42;0;62;United Kingdom;Western Europe;"Elsevier Ltd";"1974-2025";"Computer Science (miscellaneous) (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1)";"Computer Science; Decision Sciences; Mathematics"
69;21101215011;"International Conference on Information and Knowledge Management, Proceedings";conference and proceedings;"21550751";"Association for Computing Machinery";No;No;1,596;-;152;697;2;27672;28;2;22,00;39,70;28,70;0;56;United States;Northern America;"Association for Computing Machinery";"1995-2019, 2021-2022, 2024";"Business, Management and Accounting (miscellaneous); Decision Sciences (miscellaneous)";"Business, Management and Accounting; Decision Sciences"
70;24710;"Annals of Applied Probability";journal;"10505164";"Institute of Mathematical Statistics";No;No;1,574;Q1;93;147;373;6207;716;373;1,87;42,22;14,47;0;4;United States;Northern America;"Institute of Mathematical Statistics";"1996-2024";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
71;21101019393;"IEEE Transactions on Big Data";journal;"23327790";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,571;Q1;34;212;275;7401;2406;272;6,90;34,91;31,84;0;19;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015, 2018-2025";"Information Systems (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
72;21101101329;"International Journal of Cognitive Computing in Engineering";journal;"26663074";"KeAi Communications Co.";Yes;No;1,566;Q1;24;40;82;1739;1041;82;10,09;43,48;20,49;1;11;China;Asiatic Region;"KeAi Communications Co.";"2020-2025";"Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Information Systems (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences; Engineering"
73;27677;"Journal of Manufacturing Processes";journal;"15266125";"Elsevier B.V.";No;No;1,556;Q1;109;1055;2604;52429;20564;2602;7,43;49,70;24,17;0;402;Netherlands;Western Europe;"Elsevier B.V.";"1999-2025";"Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
74;21101028388;"Patterns";journal;"26663899";"Cell Press";Yes;No;1,527;Q1;47;125;475;6245;3581;412;7,30;49,96;30,55;3;18;United States;Northern America;"Cell Press";"2020-2025";"Decision Sciences (miscellaneous) (Q1)";"Decision Sciences"
75;11400153310;"International Journal of Logistics Research and Applications";journal;"13675567, 1469848X";"Taylor and Francis Ltd.";No;No;1,452;Q1;64;172;202;13742;2107;198;9,34;79,90;32,93;3;104;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2025";"Business and International Management (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
76;18300156728;"IEEE Transactions on Services Computing";journal;"19391374";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,441;Q1;95;330;763;15140;5224;761;7,09;45,88;31,82;0;48;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2025";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
77;25040;"INFORMS Journal on Computing";journal;"10919856, 15265528";"INFORMS Institute for Operations Research and the Management Sciences";No;No;1,439;Q1;93;97;372;3953;1223;358;3,14;40,75;21,03;0;6;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1996-2001, 2003-2025";"Computer Science Applications (Q1); Information Systems (Q1); Management Science and Operations Research (Q1); Software (Q1)";"Computer Science; Decision Sciences"
78;15700154705;"Operations Management Research";journal;"19369743, 19369735";"Springer New York";No;No;1,424;Q1;48;103;210;8874;1980;209;10,18;86,16;23,56;0;60;United States;Northern America;"Springer New York";"2008-2025";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
79;21101033050;"Journal of Global Economic Analysis";journal;"23772999";"Purdue University, Department of Agricultural Economics";No;No;1,377;Q1;17;5;20;191;61;20;3,29;38,20;30,00;0;3;United States;Northern America;"Purdue University, Department of Agricultural Economics";"2016-2024";"Applied Mathematics (Q1); Economics and Econometrics (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
80;28632;"Biostatistics";journal;"14654644, 14684357";"Oxford University Press";No;No;1,372;Q1;96;73;196;2412;436;196;2,29;33,04;37,28;0;30;United Kingdom;Western Europe;"Oxford University Press";"2003-2025";"Medicine (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Medicine"
81;21101092534;"Data Science and Management";journal;"26667649";"KeAi Communications Co.";Yes;Yes;1,370;Q1;21;35;69;1984;720;64;9,48;56,69;27,72;0;9;China;Asiatic Region;"KeAi Communications Co.";"2021-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
82;29806;"International Journal of Accounting Information Systems";journal;"14670895";"Elsevier Inc.";No;No;1,367;Q1;70;36;65;3014;637;64;9,40;83,72;39,00;0;6;United States;Northern America;"Elsevier Inc.";"2000-2025";"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
83;26398;"Electronic Journal of Probability";journal;"10836489";"Institute of Mathematical Statistics";Yes;No;1,355;Q1;55;201;489;7307;672;489;1,24;36,35;20,64;0;2;United States;Northern America;"Institute of Mathematical Statistics";"1996-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
84;21101098756;"Decision Analytics Journal";journal;"27726622";"Elsevier Inc.";Yes;No;1,354;Q1;31;150;251;9698;2820;250;11,24;64,65;23,84;0;50;United States;Northern America;"Elsevier Inc.";"2021-2025";"Analysis (Q1); Applied Mathematics (Q1); Decision Sciences (miscellaneous) (Q1); Modeling and Simulation (Q1)";"Decision Sciences; Mathematics"
85;21078;"Journal of Sport Management";journal;"1543270X, 08884773";"Human Kinetics Publishers Inc.";No;No;1,352;Q1;89;37;135;2393;619;131;4,30;64,68;42,55;0;10;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2025";"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
86;22140;"Mathematics of Operations Research";journal;"15265471, 0364765X";"INFORMS Institute for Operations Research and the Management Sciences";Yes;No;1,349;Q1;96;117;296;5493;771;296;2,65;46,95;16,44;1;4;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1976-1989, 1995-2025";"Computer Science Applications (Q1); Management Science and Operations Research (Q1); Mathematics (miscellaneous) (Q1)";"Computer Science; Decision Sciences; Mathematics"
87;7000153205;"Journal of Environmental Informatics";journal;"17262135, 16848799";"International Society for Environmental Information Sciences";No;No;1,333;Q1;39;24;67;1534;345;67;6,04;63,92;31,62;0;18;Canada;Northern America;"International Society for Environmental Information Sciences";"2007-2025";"Computer Science Applications (Q1); Decision Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Computer Science; Decision Sciences; Environmental Science"
88;18291;"Socio-Economic Planning Sciences";journal;"00380121";"Elsevier Ltd";No;No;1,326;Q1;76;296;669;19444;4664;664;6,82;65,69;40,61;2;190;United Kingdom;Western Europe;"Elsevier Ltd";"1967-2025";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Statistics, Probability and Uncertainty (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
89;19900192726;"Electronic Journal of Statistics";journal;"19357524";"Institute of Mathematical Statistics";Yes;No;1,321;Q1;63;141;408;6362;622;407;1,39;45,12;25,07;0;12;United States;Northern America;"Institute of Mathematical Statistics";"2007-2025";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
90;5100155103;"Journal of Informetrics";journal;"18755879, 17511577";"Elsevier B.V.";No;No;1,321;Q1;99;99;267;5460;1275;267;4,42;55,15;34,30;1;15;Netherlands;Western Europe;"Elsevier B.V.";"2007-2025";"Applied Mathematics (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
91;21101151249;"Frontiers of Engineering Management";journal;"20957513, 20960255";"Higher Education Press Limited Company";No;No;1,301;Q1;32;69;159;3891;1156;127;6,53;56,39;23,85;0;38;China;Asiatic Region;"Higher Education Press Limited Company";"2020-2025";"Decision Sciences (miscellaneous) (Q1); Management Science and Operations Research (Q1)";"Decision Sciences"
92;21100307484;"Journal of the Association for Information Science and Technology";journal;"23301643, 23301635";"John Wiley and Sons Ltd";No;No;1,245;Q1;174;102;323;7938;1749;315;5,67;77,82;39,07;2;20;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2025";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
93;23863;"Journal of Computational and Graphical Statistics";journal;"10618600, 15372715";"Taylor and Francis Ltd.";No;No;1,241;Q1;108;202;325;8141;784;319;2,11;40,30;27,03;1;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2025";"Discrete Mathematics and Combinatorics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
94;12277;"Management Accounting Research";journal;"10445005, 10961224";"Academic Press";No;No;1,224;Q1;106;16;48;1313;232;46;4,16;82,06;26,47;0;3;United States;Northern America;"Academic Press";"1990-2025";"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
95;21100901137;"Journal of Statistical Distributions and Applications";journal;"21955832";"SpringerOpen";Yes;No;1,222;Q1;21;0;13;0;81;13;0,00;0,00;0,00;0;0;Germany;Western Europe;"SpringerOpen";"2014-2015, 2017-2021";"Computer Science Applications (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics"
96;20500195043;"Research in Transportation Business and Management";journal;"22105395";"Elsevier B.V.";No;No;1,196;Q1;57;132;385;9363;2255;375;5,51;70,93;38,81;2;92;Netherlands;Western Europe;"Elsevier B.V.";"2011-2025";"Business and International Management (Q1); Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Transportation (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
97;18111;"Insurance: Mathematics and Economics";journal;"01676687";"Elsevier B.V.";No;No;1,159;Q1;91;80;282;3324;741;278;2,50;41,55;33,51;0;6;Netherlands;Western Europe;"Elsevier B.V.";"1982-2025";"Economics and Econometrics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
98;21100856611;"Journal of Responsible Innovation";journal;"23299460, 23299037";"Taylor and Francis Ltd.";Yes;No;1,153;Q1;43;68;96;5252;596;86;4,80;77,24;50,25;3;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences"
99;21101044833;"Decision Making: Applications in Management and Engineering";journal;"26200104, 25606018";"Regional Association for Security and crisis management";Yes;No;1,151;Q1;42;54;129;2654;1064;129;7,51;49,15;31,72;0;22;Serbia;Eastern Europe;"Regional Association for Security and crisis management";"2018-2025";"Decision Sciences (miscellaneous) (Q1)";"Decision Sciences"
100;20654;"Journal of Managerial Psychology";journal;"02683946";"Emerald Group Publishing Ltd.";No;No;1,135;Q1;104;78;123;4974;472;118;3,88;63,77;45,30;0;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1986-2025";"Management Science and Operations Research (Q1); Social Psychology (Q1); Applied Psychology (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Decision Sciences; Psychology"
101;14189;"Statistica Sinica";journal;"10170405";"Institute of Statistical Science";No;No;1,101;Q1;90;61;323;2260;493;321;1,31;37,05;30,00;1;9;Taiwan;Asiatic Region;"Institute of Statistical Science";"1996-2024";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
102;21101036141;"Journal of Management Science and Engineering";journal;"20962320, 25895532";"KeAi Communications Co.";Yes;Yes;1,098;Q1;26;32;99;1981;656;98;4,24;61,91;26,80;0;8;China;Asiatic Region;"KeAi Communications Co.";"2016-2025";"Business and International Management (Q1); Control and Systems Engineering (Q1); Decision Sciences (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
